T000001 Cream,Bagels,Oranges,Nuts,Soda
T002521 Coffee,Paper_Towels
T002522 Milk,Bananas,Frozen_Pizza,Frozen_Dinners,Donuts,Crackers,Butter,Coffee,Cheese
T002523 Water,Milk
T002524 Soda,Chips,Lettuce,Water,Cream,Cheese,Soap
T002525 Ice_Cream,Whipped_Cream,Tea,Fish,Soda,Oranges,Tomatoes
T002526 Detergent,Ice_Cream
T002527 Donuts,Nuts,Dish_Soap,Coffee,Fish,Yogurt
T002528 Butter,Bread,Dish_Soap,Chicken,Water,Pork,Cookies,Turkey
T002529 Oranges,Frozen_Dinners,Cheese,Fish
T002530 Bananas,Ice_Cream,Deodorant
T002531 Donuts,Bagels,Frozen_Dinners,Nuts,Tomatoes,Apples
T002532 Tomato_Sauce,Cheese,Donuts,Tomatoes,Pork,Dish_Soap,Croissants
T002533 Cheese,Cookies,Trash_Bags,Toothpaste,Dish_Soap
T002534 Soap,Deodorant,Detergent,Juice
T002535 Bread,Trash_Bags,Fish,Turkey,Paper_Towels,Chocolate
T002536 Tea,Croissants,Oranges,Frozen_Pizza,Muffins,Chicken,Water
T002537 Frozen_Dinners,Apples
T002538 Bread,Shampoo,Frozen_Pizza,Soap,Dish_Soap
T002539 Pasta,Cheese,Soap,Croissants,Chocolate,Soda
T002540 Fish,Toothpaste,Apples,Frozen_Vegetables,Soap
T002541 Vegetables,Chicken,Yogurt,Milk
T002542 Crackers,Paper_Towels,Milk,Bread,Chicken,Chocolate
T002543 Beef,Frozen_Vegetables
T002544 Water,Cream,Soap,Frozen_Dinners,Bagels,Chocolate,Cheese
T002545 Water,Chocolate,Milk
T002546 Bagels,Frozen_Dinners,Paper_Towels,Milk,Croissants,Muffins
T002547 Chips,Dish_Soap,Frozen_Vegetables,Yogurt,Trash_Bags
T002548 Cereal,Bananas,Trash_Bags,Paper_Towels,Toothpaste
T002549 Fish,Crackers,Frozen_Pizza
T002550 Detergent,Frozen_Dinners,Soda
T002551 Dish_Soap,Trash_Bags,Oranges
T002552 Turkey,Bread,Juice,Pork,Coffee,Soda,Detergent
T002553 Pork,Butter,Oranges,Tea
T002554 Lettuce,Coffee,Croissants,Deodorant,Frozen_Vegetables
T002555 Toothpaste,Pork,Soap,Deodorant,Nuts
T002556 Bread,Jelly,Frozen_Pizza,Dish_Soap,Apples,Shampoo,Toothpaste
T002557 Frozen_Dinners,Bread,Bagels,Chicken,Tomatoes,Turkey
T002558 Water,Shampoo,Croissants,Coffee
T002559 Toothpaste,Frozen_Pizza
T002560 Sugar,Cream,Cheese,Bagels,Frozen_Dinners,Dish_Soap
T002561 Bananas,Chocolate
T002562 Milk,Lettuce,Frozen_Pizza,Yogurt,Chocolate
T002563 Butter,Bread,Croissants,Detergent,Cream,Beef,Turkey
T002564 Shampoo,Turkey,Muffins,Tomatoes,Deodorant,Detergent
T002565 Water,Frozen_Vegetables,Ice_Cream,Lettuce
T002566 Cookies,Soda,Croissants
T002567 Toothpaste,Milk,Butter,Ice_Cream
T002568 Chicken,Nuts,Milk,Oranges
T002569 Tomato_Sauce,Pasta,Chocolate,Fish,Frozen_Pizza,Chips,Bananas,Turkey
T002570 Chips,Soda,Fish,Lettuce,Dish_Soap,Croissants,Pork
T002571 Bread,Soap,Beef,Lettuce,Bagels
T002572 Croissants,Muffins,Soda,Toothpaste,Tea
T002573 Milk,Bananas,Frozen_Dinners,Ice_Cream,Bagels,Shampoo
T002574 Frozen_Pizza,Trash_Bags
T002575 Bananas,Detergent,Muffins,Shampoo
T002576 Shampoo,Tomatoes,Nuts,Turkey,Water,Frozen_Dinners,Butter
T002577 Butter,Bread,Donuts,Chicken,Deodorant,Soap,Nuts
T002578 Shampoo,Cheese,Toothpaste
T002579 Vegetables,Chicken,Cheese,Butter,Tomatoes,Frozen_Vegetables,Bread
T002580 Ice_Cream,Fish,Oranges
T002581 Tomatoes,Frozen_Dinners,Beef,Donuts,Frozen_Pizza,Chicken
T002582 Butter,Nuts,Pork,Donuts,Oranges,Lettuce
T002583 Oranges,Detergent,Bread,Tea
T002584 Detergent,Tea
T002585 Beer,Salsa,Tomatoes,Tea,Oranges,Turkey,Lettuce,Butter,Juice,Nuts
T002586 Tomato_Sauce,Cheese,Cookies,Tomatoes,Milk,Fish,Soda,Bread,Chocolate
T002587 Soap,Lettuce,Paper_Towels
T002588 Beef,Milk,Frozen_Dinners,Muffins,Cream,Croissants
T002589 Lettuce,Tomatoes,Hamburger_Buns,Pork,Juice,Bread,Trash_Bags,Deodorant
T002590 Milk,Detergent,Yogurt
T002591 Chicken,Rice,Shampoo,Paper_Towels,Oranges,Cheese,Dish_Soap,Deodorant,Ice_Cream
T002592 Fish,Butter,Yogurt
T002593 Shampoo,Trash_Bags,Dish_Soap
T002594 Donuts,Pork,Croissants
T002595 Beef,Yogurt,Donuts,Dish_Soap,Paper_Towels,Toothpaste,Bread
T002596 Cookies,Bread,Bananas,Turkey,Oranges,Deodorant,Cheese
T002597 Cheese,Tomato_Sauce,Tea,Milk,Turkey,Bananas,Croissants
T002598 Paper_Towels,Bananas
T002599 Cookies,Dish_Soap,Nuts,Frozen_Dinners,Ice_Cream,Butter,Trash_Bags
T002600 Butter,Tomatoes,Yogurt,Milk,Frozen_Vegetables
T002601 Paper_Towels,Ice_Cream,Chips,Toothpaste,Oranges,Trash_Bags,Deodorant
T002602 Trash_Bags,Soda,Nuts,Dish_Soap,Deodorant
T002603 Milk,Bananas,Muffins,Apples,Cream,Tomatoes
T002604 Bagels,Tomatoes,Butter,Deodorant
T002605 Chocolate_Syrup,Whipped_Cream,Dish_Soap,Chicken,Cheese,Turkey
T002606 Ice_Cream,Coffee,Bread,Nuts,Croissants,Muffins
T002607 Ice_Cream,Milk,Croissants,Oranges,Yogurt,Tea
T002608 Frozen_Dinners,Pork,Cream,Turkey,Dish_Soap
T002609 Soap,Turkey,Bananas,Frozen_Vegetables,Juice,Crackers
T002610 Nuts,Frozen_Vegetables,Frozen_Dinners,Turkey
T002611 Ice_Cream,Whipped_Cream,Chicken,Dish_Soap,Detergent,Water,Coffee
T002612 Tea,Detergent,Crackers
T002613 Trash_Bags,Nuts
T002614 Turkey,Yogurt,Soda,Toothpaste,Ice_Cream
T002615 Bread,Milk,Chips,Butter,Crackers,Toothpaste,Soda,Coffee
T002616 Milk,Cereal,Tea,Chicken,Croissants,Deodorant,Paper_Towels,Ice_Cream,Crackers
T002617 Rice,Chicken,Frozen_Vegetables,Shampoo
T002618 Fish,Oranges
T002619 Frozen_Dinners,Bagels,Oranges,Ice_Cream,Milk
T002620 Lettuce,Tomatoes,Frozen_Dinners,Frozen_Pizza,Oranges,Shampoo,Beef
T002621 Bananas,Butter
T002622 Peanut_Butter,Bread,Oranges,Donuts,Crackers,Chips
T002623 Toothpaste,Chocolate,Juice
T002624 Tomato_Sauce,Pasta,Trash_Bags,Nuts,Paper_Towels,Chocolate,Oranges,Lettuce,Soda
T002625 Chocolate_Syrup,Ice_Cream,Pork,Paper_Towels,Frozen_Vegetables
T002626 Soda,Frozen_Vegetables,Toothpaste,Frozen_Pizza
T002627 Milk,Bananas,Dish_Soap,Donuts,Frozen_Pizza,Deodorant
T002628 Water,Yogurt
T002629 Water,Chocolate
T002630 Cheese,Tomato_Sauce,Chips,Deodorant,Trash_Bags,Cookies,Dish_Soap,Croissants,Beef
T002631 Soda,Cookies,Tea,Dish_Soap,Frozen_Dinners
T002632 Rice,Chicken,Soap,Ice_Cream,Water,Cream,Bread,Tea
T002633 Ice_Cream,Tea
T002634 Chips,Salsa,Chicken,Bread,Soap,Nuts,Pork,Deodorant
T002635 Pork,Coffee,Shampoo,Crackers,Soap,Juice
T002636 Ice_Cream,Turkey,Oranges
T002637 Frozen_Vegetables,Frozen_Pizza,Tomatoes
T002638 Cream,Lettuce,Bread,Bananas,Coffee,Toothpaste,Tea
T002639 Oranges,Bagels,Soap,Frozen_Vegetables
T002640 Trash_Bags,Shampoo,Lettuce,Frozen_Vegetables,Dish_Soap,Juice,Soda
T002641 Bananas,Fish,Bread,Butter,Croissants,Chocolate,Coffee
T002642 Crackers,Cheese
T002643 Lettuce,Chips,Donuts,Yogurt,Frozen_Dinners,Pork
T002644 Lettuce,Nuts,Ice_Cream
T002645 Bagels,Lettuce,Tomatoes,Bread,Bananas
T002646 Frozen_Vegetables,Soda,Bagels,Frozen_Dinners
T002647 Water,Bagels,Pork,Tomatoes,Trash_Bags,Yogurt,Tea
T002648 Chips,Beef,Frozen_Pizza,Bread,Lettuce,Butter,Paper_Towels,Yogurt
T002649 Juice,Oranges,Soap,Cookies,Crackers,Donuts,Detergent
T002650 Soda,Dip,Oranges,Deodorant,Beef,Nuts
T002651 Bread,Milk,Shampoo,Nuts,Juice,Frozen_Pizza,Beef,Soda,Soap
T002652 Bananas,Cereal,Frozen_Pizza,Detergent,Shampoo,Yogurt,Deodorant,Cheese
T002653 Shampoo,Milk
T002654 Frozen_Vegetables,Crackers,Chocolate,Cheese,Toothpaste,Butter
T002655 Dish_Soap,Juice,Frozen_Dinners,Deodorant,Soap
T002656 Chocolate,Turkey,Tea,Shampoo,Soap,Cream
T002657 Butter,Trash_Bags,Oranges,Juice,Cookies,Bananas
T002658 Soap,Cream
T002659 Paper_Towels,Tea,Cream,Deodorant,Coffee
T002660 Coffee,Trash_Bags,Fish
T002661 Milk,Bananas,Chips,Tomatoes,Dish_Soap,Lettuce,Trash_Bags
T002662 Toothpaste,Butter,Bananas,Frozen_Dinners,Lettuce
T002663 Paper_Towels,Chicken,Cheese,Juice,Muffins,Lettuce
T002664 Chicken,Ice_Cream,Bagels,Beef,Milk
T002665 Juice,Cheese,Fish,Crackers,Shampoo,Tomatoes
T002666 Frozen_Dinners,Chicken,Cream,Yogurt,Water
T002667 Bread,Soda,Cream
T002668 Bread,Jelly,Crackers,Frozen_Dinners
T002669 Ice_Cream,Frozen_Pizza,Detergent,Croissants,Oranges
T002670 Bread,Jelly,Deodorant,Crackers,Cookies,Frozen_Dinners,Coffee,Ice_Cream
T002671 Pasta,Cheese,Beef,Shampoo,Nuts,Yogurt,Frozen_Vegetables,Deodorant
T002672 Beef,Hamburger_Buns,Lettuce,Tomatoes,Toothpaste,Pork,Ice_Cream,Coffee,Frozen_Dinners
T002673 Pork,Trash_Bags,Bananas,Lettuce,Donuts
T002674 Soda,Cookies,Donuts,Yogurt,Milk,Paper_Towels,Butter,Toothpaste
T002675 Frozen_Pizza,Yogurt,Cheese,Chips,Dish_Soap,Donuts
T002676 Frozen_Vegetables,Donuts,Frozen_Pizza,Lettuce,Butter,Milk,Shampoo
T002677 Trash_Bags,Yogurt,Cheese
T002678 Sugar,Coffee,Trash_Bags,Deodorant,Shampoo,Bagels,Tea,Chocolate,Chicken
T002679 Crackers,Croissants,Toothpaste,Chicken,Paper_Towels
T002680 Sugar,Coffee,Yogurt,Ice_Cream,Tea,Cream,Oranges
T002681 Rice,Chicken,Bananas,Cream,Frozen_Pizza,Pork,Shampoo,Paper_Towels,Soda,Deodorant
T002682 Turkey,Pork,Soap
T002683 Chips,Salsa,Ice_Cream,Frozen_Dinners,Chicken,Cheese,Coffee
T002684 Yogurt,Apples,Tomatoes,Toothpaste
T002685 Cheese,Soap,Oranges
T002686 Bagels,Fish,Chips
T002687 Tomato_Sauce,Pasta,Ice_Cream,Pork,Water
T002688 Milk,Bananas,Bagels,Croissants,Cheese,Toothpaste,Donuts
T002689 Ice_Cream,Toothpaste,Frozen_Vegetables,Crackers,Tomatoes,Detergent,Donuts
T002690 Salsa,Beer,Frozen_Dinners,Soda,Lettuce,Cookies,Croissants,Oranges,Bananas,Paper_Towels
T002691 Frozen_Dinners,Nuts
T002692 Frozen_Vegetables,Bananas,Detergent,Bread,Muffins
T002693 Hamburger_Buns,Tomatoes,Chips,Soap,Water,Frozen_Vegetables,Detergent,Frozen_Dinners
T002694 Cereal,Milk,Crackers,Cheese,Nuts,Turkey,Yogurt,Tomatoes,Dish_Soap
T002695 Donuts,Cookies,Yogurt,Frozen_Pizza,Lettuce
T002696 Water,Soda,Deodorant,Fish,Butter,Frozen_Dinners,Crackers
T002697 Chips,Beer,Donuts,Trash_Bags,Croissants
T002698 Sugar,Cream,Cookies,Croissants,Tomatoes,Milk,Bread,Frozen_Pizza
T002699 Apples,Yogurt,Donuts,Milk,Deodorant,Croissants,Paper_Towels
T002700 Frozen_Pizza,Coffee,Pork,Cheese,Ice_Cream,Deodorant,Butter
T002701 Bread,Toothpaste,Milk,Nuts,Tea,Paper_Towels,Bagels
T002702 Toothpaste,Detergent,Frozen_Vegetables,Chicken,Bananas,Muffins
T002703 Beer,Chips,Deodorant,Frozen_Dinners,Coffee,Bagels,Beef,Crackers,Pork
T002704 Bagels,Water,Paper_Towels,Deodorant,Coffee
T002705 Soap,Crackers,Frozen_Pizza,Cream,Chicken,Tomatoes
T002706 Pasta,Tomato_Sauce,Bagels,Soap,Turkey
T002707 Salsa,Chips,Detergent,Oranges,Shampoo,Ice_Cream,Fish,Frozen_Vegetables,Toothpaste,Turkey
T002708 Chocolate,Ice_Cream
T002709 Milk,Bread,Butter,Bagels,Coffee
T002710 Beer,Chips,Bread,Soap,Juice,Ice_Cream,Lettuce,Frozen_Vegetables,Chicken
T002711 Apples,Bread
T002712 Soda,Chips,Nuts,Butter
T002713 Bananas,Frozen_Vegetables,Chicken
T002714 Ice_Cream,Water,Detergent,Bagels,Cream,Lettuce,Beef
T002715 Hamburger_Buns,Tomatoes,Pork,Cream,Ice_Cream,Yogurt,Butter
T002716 Bananas,Frozen_Vegetables
T002717 Paper_Towels,Toothpaste,Donuts,Trash_Bags,Frozen_Vegetables,Apples
T002718 Beef,Cookies,Lettuce,Soap,Water,Butter
T002719 Tomato_Sauce,Pasta,Soda,Croissants,Muffins,Bread,Paper_Towels,Bagels,Frozen_Dinners
T002720 Tomato_Sauce,Pasta,Fish,Soap,Croissants,Trash_Bags,Frozen_Vegetables
T002721 Soda,Shampoo,Trash_Bags
T002722 Chicken,Rice,Nuts,Croissants,Fish,Dish_Soap,Deodorant,Pork,Toothpaste
T002723 Soap,Shampoo,Donuts,Coffee
T002724 Cream,Chocolate,Frozen_Vegetables,Trash_Bags,Tea
T002725 Muffins,Bagels,Frozen_Dinners,Dish_Soap
T002726 Chips,Salsa,Soap,Crackers,Chicken,Bread,Bagels,Frozen_Dinners
T002727 Donuts,Cheese
T002728 Cheese,Nuts
T002729 Beef,Tomatoes,Bread,Frozen_Dinners
T002730 Frozen_Dinners,Chips
T002731 Coffee,Cream,Juice,Ice_Cream,Beef
T002732 Yogurt,Donuts,Dish_Soap
T002733 Ice_Cream,Whipped_Cream,Water,Frozen_Vegetables
T002734 Apples,Tomatoes,Muffins,Yogurt
T002735 Fish,Yogurt,Juice,Milk,Toothpaste,Cheese,Bread,Dish_Soap
T002736 Pork,Dish_Soap,Toothpaste,Milk,Frozen_Vegetables,Paper_Towels
T002737 Lettuce,Soap,Tomatoes,Shampoo,Nuts,Detergent
T002738 Lettuce,Muffins,Juice
T002739 Juice,Pork,Yogurt,Butter
T002740 Frozen_Pizza,Deodorant,Ice_Cream
T002741 Frozen_Dinners,Soda,Milk,Pork,Frozen_Vegetables
T002742 Frozen_Dinners,Cream,Paper_Towels,Detergent,Bagels,Trash_Bags
T002743 Bananas,Cookies,Shampoo,Muffins,Detergent
T002744 Nuts,Trash_Bags,Milk,Muffins,Cookies,Toothpaste,Soap
T002745 Sugar,Cream,Oranges,Toothpaste,Tea,Chocolate,Paper_Towels,Juice
T002746 Croissants,Tea
T002747 Bananas,Cereal,Soap,Frozen_Pizza,Beef,Cookies,Nuts,Pork,Lettuce
T002748 Chips,Tomatoes,Butter,Paper_Towels,Juice,Cookies,Donuts
T002749 Toothpaste,Beef,Trash_Bags,Deodorant,Pork,Frozen_Pizza,Ice_Cream
T002750 Soap,Bananas
T002751 Frozen_Pizza,Croissants
T002752 Water,Paper_Towels,Beef,Yogurt
T002753 Shampoo,Lettuce,Pork,Toothpaste
T002754 Frozen_Pizza,Tomatoes,Shampoo,Dish_Soap
T002755 Tomato_Sauce,Cheese,Beef,Turkey
T002756 Soda,Chips,Tea,Cream
T002757 Rice,Vegetables,Fish,Cookies,Dish_Soap,Juice,Shampoo,Trash_Bags
T002758 Bagels,Frozen_Vegetables,Milk
T002759 Ice_Cream,Whipped_Cream,Apples,Trash_Bags
T002760 Cream,Chicken
T002761 Cookies,Soda,Beef,Butter
T002762 Deodorant,Cookies,Frozen_Dinners,Chips
T002763 Frozen_Vegetables,Deodorant,Frozen_Pizza,Milk
T002764 Shampoo,Chips,Butter,Pork,Croissants,Bagels,Lettuce,Crackers
T002765 Bread,Yogurt
T002766 Milk,Butter,Trash_Bags,Frozen_Pizza,Chips,Muffins,Shampoo,Beef
T002767 Frozen_Vegetables,Butter,Soap,Bananas,Crackers,Detergent,Frozen_Pizza
T002768 Trash_Bags,Tomatoes,Tea,Frozen_Pizza,Cheese
T002769 Cream,Coffee,Apples
T002770 Toothpaste,Paper_Towels,Tomatoes
T002771 Beer,Salsa,Frozen_Pizza,Tomatoes
T002772 Turkey,Lettuce,Detergent,Milk,Bagels
T002773 Bananas,Cereal,Frozen_Pizza,Milk,Frozen_Dinners,Yogurt
T002774 Jelly,Peanut_Butter,Chocolate,Turkey,Lettuce
T002775 Water,Chicken,Soap,Chocolate,Frozen_Dinners,Bagels
T002776 Sugar,Coffee,Bananas,Cookies,Oranges,Juice,Cream,Soda,Crackers
T002777 Coffee,Cream,Tea,Dish_Soap,Nuts
T002778 Juice,Soap,Crackers,Soda,Shampoo,Paper_Towels,Cream,Bananas
T002779 Cream,Frozen_Dinners,Water,Chicken,Crackers
T002780 Ice_Cream,Cheese
T002781 Bananas,Frozen_Dinners,Trash_Bags
T002782 Chocolate_Syrup,Whipped_Cream,Tea,Bagels
T002783 Salsa,Beer,Oranges,Soap,Beef,Shampoo,Toothpaste,Butter,Tea,Soda
T002784 Frozen_Vegetables,Dish_Soap,Crackers,Paper_Towels,Cookies
T002785 Milk,Butter,Cream,Nuts
T002786 Muffins,Cookies,Tomatoes,Bagels
T002787 Ice_Cream,Whipped_Cream,Muffins,Croissants,Juice,Cheese,Oranges
T002788 Beef,Ice_Cream
T002789 Lettuce,Tea,Deodorant,Nuts,Chocolate,Croissants
T002790 Paper_Towels,Turkey,Coffee
T002791 Frozen_Vegetables,Croissants,Cheese,Deodorant,Soap,Trash_Bags,Crackers
T002792 Lettuce,Ice_Cream,Soda,Paper_Towels,Yogurt,Cookies,Chocolate
T002793 Salsa,Chips,Soap
T002794 Soap,Toothpaste,Oranges
T002795 Chicken,Yogurt
T002796 Soap,Ice_Cream,Milk,Detergent
T002797 Chocolate_Syrup,Ice_Cream,Nuts,Milk,Croissants,Coffee
T002798 Rice,Vegetables,Toothpaste,Frozen_Vegetables,Detergent,Cheese,Yogurt,Frozen_Dinners,Fish
T002799 Soda,Deodorant,Pork,Cookies,Water,Juice
T002800 Nuts,Oranges,Tea,Bread,Bagels,Toothpaste,Detergent
T002801 Tomatoes,Tea,Chips,Croissants,Soap,Bread
T002802 Soda,Tomatoes,Beef,Nuts
T002803 Chicken,Croissants,Lettuce,Cookies,Frozen_Vegetables
T002804 Shampoo,Dish_Soap,Beef,Cheese,Trash_Bags,Soda
T002805 Coffee,Cream,Frozen_Pizza,Pork,Chocolate,Muffins
T002806 Cereal,Milk,Frozen_Vegetables,Pork
T002807 Cream,Paper_Towels,Yogurt,Trash_Bags,Bread
T002808 Lettuce,Chicken,Paper_Towels,Cheese,Frozen_Vegetables,Butter
T002809 Tea,Soap,Frozen_Pizza,Cream,Apples,Oranges,Milk
T002810 Dip,Soda,Pork,Soap,Bagels
T002811 Hamburger_Buns,Beef,Lettuce,Butter,Milk,Soda,Cheese,Turkey,Chicken,Croissants
T002812 Toothpaste,Chocolate,Shampoo,Soap,Beef
T002813 Bananas,Milk,Fish,Cookies,Soap,Croissants,Soda,Oranges,Donuts
T002814 Paper_Towels,Fish
T002815 Deodorant,Beef,Cream,Coffee,Yogurt
T002816 Chips,Beer,Milk,Lettuce,Deodorant,Soap,Cookies,Water,Nuts
T002817 Cookies,Water,Turkey,Juice
T002818 Bagels,Muffins,Donuts,Tea,Croissants,Ice_Cream,Bananas
T002819 Chips,Dip,Soap,Milk,Tomatoes,Bagels,Yogurt,Soda,Bread
T002820 Soap,Muffins,Milk,Detergent,Bagels
T002821 Hamburger_Buns,Beef,Lettuce,Tea,Croissants,Shampoo,Paper_Towels,Trash_Bags,Juice,Apples
T002822 Deodorant,Nuts,Pork,Beef,Cheese,Butter
T002823 Dish_Soap,Frozen_Dinners
T002824 Bagels,Tomatoes,Muffins,Coffee
T002825 Sugar,Coffee,Chicken,Toothpaste,Donuts
T002826 Rice,Vegetables,Muffins,Toothpaste
T002827 Tea,Milk,Muffins,Trash_Bags,Coffee
T002828 Bananas,Beef,Detergent,Water,Butter
T002829 Bananas,Water,Frozen_Pizza,Deodorant
T002830 Toothpaste,Oranges,Frozen_Dinners
T002831 Cheese,Beef,Apples,Shampoo,Dish_Soap,Soap
T002832 Chicken,Cheese
T002833 Bananas,Milk,Muffins,Oranges,Tomatoes,Cookies
T002834 Coffee,Sugar,Oranges,Apples,Turkey,Shampoo,Frozen_Dinners,Toothpaste
T002835 Soda,Chocolate,Dish_Soap,Chicken,Trash_Bags,Soap,Bagels,Butter
T002836 Chips,Salsa,Ice_Cream,Yogurt,Detergent,Muffins,Beef
T002837 Coffee,Tomatoes,Beef,Paper_Towels
T002838 Soap,Juice,Croissants,Frozen_Pizza,Deodorant,Coffee
T002839 Paper_Towels,Fish,Tomatoes,Donuts
T002840 Water,Muffins,Juice,Cheese
T002841 Donuts,Paper_Towels,Chocolate,Frozen_Pizza,Tomatoes,Coffee,Frozen_Dinners
T002842 Frozen_Dinners,Water,Cheese,Milk,Apples,Turkey,Crackers
T002843 Coffee,Pork,Yogurt,Soda
T002844 Donuts,Yogurt,Coffee,Trash_Bags
T002845 Cheese,Toothpaste,Bagels,Paper_Towels
T002846 Tea,Chips,Chicken,Cheese
T002847 Nuts,Apples,Chicken,Chips,Pork,Soap,Frozen_Vegetables
T002848 Frozen_Vegetables,Chicken,Frozen_Pizza
T002849 Pasta,Tomato_Sauce,Water,Bananas,Crackers
T002850 Water,Bagels,Ice_Cream,Lettuce,Turkey,Dish_Soap
T002851 Turkey,Nuts
T002852 Bread,Fish,Turkey,Nuts,Frozen_Dinners
T002853 Bread,Bananas,Detergent,Cheese,Chips,Water,Tomatoes,Turkey
T002854 Yogurt,Turkey,Coffee,Apples,Tea,Trash_Bags
T002855 Dip,Chips,Soda,Nuts,Juice
T002856 Fish,Toothpaste
T002857 Bread,Peanut_Butter,Chicken,Frozen_Vegetables,Soda,Fish,Lettuce,Cheese,Apples,Cookies
T002858 Ice_Cream,Apples,Cookies,Dish_Soap,Donuts
T002859 Pasta,Cheese,Butter,Ice_Cream,Water,Toothpaste,Fish,Bread
T002860 Fish,Deodorant
T002861 Chips,Dip,Tomatoes,Frozen_Vegetables,Turkey,Soap,Lettuce
T002862 Juice,Milk,Soap,Tomatoes,Ice_Cream,Trash_Bags
T002863 Milk,Lettuce,Yogurt,Beef,Water,Donuts,Soda
T002864 Donuts,Milk,Juice,Frozen_Dinners,Bananas,Frozen_Pizza,Cheese,Pork
T002865 Ice_Cream,Coffee,Crackers,Chips,Deodorant
T002866 Dip,Soda,Dish_Soap,Cheese,Toothpaste,Coffee,Cream,Nuts
T002867 Bananas,Toothpaste,Chocolate,Fish,Dish_Soap,Tea,Milk,Frozen_Pizza
T002868 Bread,Jelly,Paper_Towels,Turkey,Lettuce
T002869 Yogurt,Shampoo,Crackers
T002870 Toothpaste,Pork,Water
T002871 Lettuce,Tomatoes,Beef,Muffins,Trash_Bags,Frozen_Dinners,Crackers,Ice_Cream
T002872 Tomatoes,Lettuce,Beef,Frozen_Dinners,Nuts
T002873 Milk,Bread,Soda,Turkey,Tomatoes,Dish_Soap
T002874 Beef,Tomatoes,Butter,Fish,Croissants,Crackers,Chips
T002875 Cream,Sugar,Detergent,Dish_Soap,Bread,Crackers,Nuts,Pork
T002876 Water,Muffins,Chips,Soda
T002877 Croissants,Cream,Milk,Lettuce,Tea,Turkey,Bagels
T002878 Milk,Cookies,Detergent,Croissants,Trash_Bags
T002879 Whipped_Cream,Chocolate_Syrup,Fish,Butter,Donuts,Ice_Cream
T002880 Chicken,Rice,Croissants,Frozen_Pizza,Crackers,Oranges,Tomatoes,Paper_Towels,Pork
T002881 Frozen_Pizza,Butter
T002882 Nuts,Soap,Chips
T002883 Lettuce,Yogurt,Coffee,Trash_Bags,Soda,Ice_Cream,Milk,Fish
T002884 Nuts,Detergent,Coffee
T002885 Water,Bananas,Bread,Chips,Dish_Soap
T002886 Deodorant,Oranges,Cookies,Frozen_Pizza,Dish_Soap,Shampoo,Paper_Towels,Juice
T002887 Butter,Trash_Bags,Frozen_Dinners,Coffee,Pork,Crackers,Soap
T002888 Apples,Nuts,Deodorant,Trash_Bags
T002889 Milk,Fish
T002890 Beer,Salsa,Milk,Cream,Beef,Tea,Soda,Cheese,Frozen_Dinners
T002891 Cream,Frozen_Pizza,Dish_Soap,Crackers,Toothpaste,Chocolate,Cheese
T002892 Fish,Paper_Towels,Trash_Bags,Oranges,Muffins,Bread
T002893 Peanut_Butter,Jelly,Nuts,Soap,Ice_Cream,Frozen_Vegetables,Bagels,Bananas,Toothpaste,Detergent
T002894 Chicken,Vegetables,Fish,Paper_Towels
T002895 Butter,Bread,Pork,Bananas,Paper_Towels,Tea,Muffins,Croissants,Frozen_Pizza
T002896 Beef,Frozen_Vegetables,Tomatoes,Cheese,Paper_Towels,Soap
T002897 Chips,Salsa,Oranges,Detergent
T002898 Ice_Cream,Bread,Apples,Frozen_Vegetables,Toothpaste,Soap
T002899 Ice_Cream,Shampoo,Frozen_Dinners,Crackers,Detergent,Frozen_Pizza,Yogurt
T002900 Juice,Pork,Chicken,Turkey,Beef,Ice_Cream
T002901 Whipped_Cream,Ice_Cream,Cheese,Beef,Oranges,Bananas,Chips,Chicken
T002902 Tomatoes,Croissants
T002903 Yogurt,Frozen_Dinners,Croissants,Oranges,Shampoo,Bananas
T002904 Chicken,Bananas,Toothpaste
T002905 Dish_Soap,Oranges
T002906 Shampoo,Frozen_Pizza,Toothpaste
T002907 Deodorant,Fish
T002908 Ice_Cream,Whipped_Cream,Soap,Frozen_Dinners,Dish_Soap,Water
T002909 Coffee,Cream,Frozen_Vegetables,Crackers
T002910 Cookies,Yogurt,Deodorant,Crackers,Frozen_Dinners,Soap,Detergent,Dish_Soap
T002911 Water,Butter,Apples,Coffee,Soap,Turkey
T002912 Croissants,Tea,Dish_Soap,Detergent,Yogurt,Paper_Towels
T002913 Rice,Chicken,Bagels,Ice_Cream,Toothpaste,Dish_Soap,Croissants,Trash_Bags
T002914 Apples,Chocolate
T002915 Dish_Soap,Nuts,Crackers,Ice_Cream,Muffins,Tomatoes,Yogurt
T002916 Frozen_Vegetables,Cream,Croissants,Bananas,Frozen_Pizza,Juice,Soap,Muffins
T002917 Dish_Soap,Croissants,Milk,Chocolate
T002918 Salsa,Beer,Fish,Donuts,Juice,Croissants,Beef,Crackers
T002919 Dip,Soda,Juice,Crackers,Coffee,Soap,Cheese,Tea,Milk
T002920 Donuts,Frozen_Pizza,Chicken,Cheese,Chocolate,Soap
T002921 Soda,Frozen_Pizza,Turkey,Donuts,Water,Detergent,Bread
T002922 Apples,Soap,Deodorant,Water,Juice,Cheese,Cookies,Lettuce
T002923 Donuts,Chips,Ice_Cream,Pork,Lettuce
T002924 Frozen_Dinners,Bread,Soda
T002925 Tomato_Sauce,Cheese,Bagels,Muffins
