TransactionID,Items
T002781,"Whipped_Cream,Chocolate_Syrup,Coffee,Chicken,Water,Soap,Pork"
T002782,"Bread,Butter,Trash_Bags,Deodorant,Dish_Soap,Shampoo"
T002783,"Yogurt,Water,Turkey,Crackers,Fish"
T002784,"Turkey,Nuts,Frozen_Dinners,Chips,Cheese,Yogurt"
T002785,"Rice,Vegetables,Paper_Towels,Cheese"
T002786,"Bananas,Cereal,Croissants,Chicken,Toothpaste,Nuts,Apples,Crackers,Donuts,Frozen_Pizza"
T002787,"Bananas,Milk,Detergent,Yogurt"
T002788,"Croissants,Butter,Cheese,Frozen_Dinners,Water"
T002789,"Chocolate,Dish_Soap,Frozen_Pizza"
T002790,"Beef,Hamburger_Buns,Lettuce,Turkey,Toothpaste,Deodorant,Chips,Trash_Bags,Frozen_Pizza,Cookies,Fish"
T002791,"Bread,Butter,Bagels,Deodorant"
T002792,"Milk,Bananas,Chocolate,Soap,Detergent"
T002793,"Trash_Bags,Oranges,Frozen_Dinners,Frozen_Pizza,Lettuce,Milk,Cookies,Cheese"
T002794,"Peanut_Butter,Bread,Cookies,Coffee,Donuts,Shampoo,Trash_Bags,Butter,Soda"
T002795,"Milk,Bananas,Tea,Fish,Beef,Deodorant,Donuts"
T002796,"Sugar,Cream,Butter,Frozen_Dinners,Water,Toothpaste,Fish"
T002797,"Yogurt,Paper_Towels,Tomatoes,Fish,Toothpaste,Frozen_Vegetables"
T002798,"Juice,Turkey,Tea,Muffins,Detergent"
T002799,"Juice,Soap,Bread,Butter,Dish_Soap,Trash_Bags,Frozen_Vegetables"
T002800,"Rice,Chicken,Bagels,Butter,Soda,Juice,Trash_Bags,Frozen_Dinners,Dish_Soap"
T002801,"Bananas,Lettuce"
T002802,"Paper_Towels,Ice_Cream,Nuts,Milk"
T002803,"Frozen_Dinners,Donuts"
T002804,"Beef,Lettuce,Tomatoes,Water,Detergent"
T002805,"Cookies,Butter,Juice,Water,Deodorant,Tomatoes,Dish_Soap"
T002806,"Beef,Soap,Toothpaste,Water"
T002807,"Croissants,Tea,Deodorant,Toothpaste,Nuts"
T002808,"Pasta,Tomato_Sauce,Muffins,Shampoo"
T002809,"Pasta,Tomato_Sauce,Cream,Turkey,Frozen_Pizza,Soda,Tomatoes"
T002810,"Paper_Towels,Frozen_Vegetables,Juice,Donuts,Chips"
T002811,Trash_Bags
T002812,"Paper_Towels,Chocolate,Bagels"
T002813,"Soda,Chips,Frozen_Pizza,Shampoo,Crackers,Beef,Soap,Yogurt,Water"
T002814,"Whipped_Cream,Chocolate_Syrup,Tea,Ice_Cream"
T002815,"Deodorant,Apples,Nuts,Chicken"
T002816,"Chips,Salsa,Paper_Towels,Fish,Yogurt,Cookies,Turkey"
T002817,"Ice_Cream,Toothpaste,Crackers,Juice,Soap,Frozen_Dinners"
T002818,"Milk,Bread,Trash_Bags,Yogurt"
T002819,"Lettuce,Donuts,Soap"
T002820,"Milk,Bread,Frozen_Vegetables,Shampoo"
T002821,"Butter,Water,Bananas,Soap,Donuts,Milk,Deodorant"
T002822,"Oranges,Deodorant,Beef,Shampoo,Butter,Chips"
T002823,"Butter,Bread,Bagels,Coffee,Soap,Tomatoes,Cookies,Pork"
T002824,"Butter,Frozen_Vegetables"
T002825,"Cereal,Bananas,Butter,Water,Apples"
T002826,"Croissants,Trash_Bags"
T002827,"Tomato_Sauce,Cheese,Shampoo,Tomatoes,Bagels,Beef,Deodorant,Donuts"
T002828,"Tomato_Sauce,Pasta,Chocolate,Pork,Ice_Cream,Lettuce,Coffee,Frozen_Vegetables"
T002829,"Peanut_Butter,Bread,Tomatoes,Frozen_Pizza,Bananas,Soap"
T002830,"Frozen_Pizza,Lettuce,Frozen_Vegetables,Chips,Water,Bread"
T002831,"Frozen_Dinners,Crackers,Chocolate,Nuts,Cream,Turkey,Frozen_Vegetables"
T002832,"Cheese,Pasta,Pork,Paper_Towels,Cookies,Chicken,Juice,Oranges"
T002833,"Donuts,Butter,Oranges,Crackers"
T002834,"Rice,Chicken,Water,Crackers"
T002835,"Frozen_Vegetables,Muffins,Bagels,Beef,Chocolate,Cream,Frozen_Pizza,Soap"
T002836,"Crackers,Bananas,Soap,Cookies"
T002837,"Whipped_Cream,Chocolate_Syrup,Donuts,Butter,Ice_Cream,Toothpaste,Coffee"
T002838,Frozen_Vegetables
T002839,"Cheese,Tomato_Sauce,Butter,Frozen_Dinners,Pork"
T002840,"Frozen_Pizza,Milk,Chocolate"
T002841,"Crackers,Detergent,Deodorant,Muffins,Dish_Soap,Tomatoes"
T002842,"Butter,Bread,Tea,Deodorant,Frozen_Vegetables,Chicken,Juice"
T002843,"Chicken,Tomatoes,Water"
T002844,"Soap,Toothpaste,Paper_Towels"
T002845,"Yogurt,Oranges,Pork"
T002846,"Fish,Bagels,Bread"
T002847,"Frozen_Pizza,Bananas,Soap"
T002848,"Frozen_Vegetables,Water,Cookies,Coffee"
T002849,"Butter,Milk,Toothpaste,Ice_Cream,Turkey,Chips,Cheese,Frozen_Pizza,Paper_Towels,Cookies"
T002850,"Frozen_Pizza,Beef,Croissants"
T002851,"Cream,Coffee,Lettuce,Frozen_Dinners,Yogurt,Soda"
T002852,"Bread,Peanut_Butter,Milk,Yogurt,Chicken,Pork,Turkey,Soda,Crackers"
T002853,"Paper_Towels,Pork,Oranges,Nuts,Butter,Trash_Bags,Bread"
T002854,"Chicken,Vegetables,Turkey,Frozen_Pizza,Beef,Soap,Muffins,Tomatoes"
T002855,"Beer,Chips,Chocolate,Toothpaste,Trash_Bags,Oranges"
T002856,"Detergent,Frozen_Vegetables"
T002857,"Nuts,Trash_Bags"
T002858,"Soap,Bread"
T002859,"Fish,Beef,Paper_Towels,Deodorant,Lettuce,Frozen_Vegetables,Soap"
T002860,"Pork,Soap,Detergent,Trash_Bags,Chips,Frozen_Dinners"
T002861,"Crackers,Frozen_Vegetables,Detergent,Paper_Towels,Chocolate,Cheese,Frozen_Pizza"
T002862,"Soap,Beef,Lettuce,Milk,Water,Chicken,Chocolate"
T002863,"Fish,Chocolate,Cream,Chips,Shampoo"
T002864,"Apples,Muffins,Nuts,Coffee"
T002865,"Bananas,Cereal,Donuts,Turkey,Tomatoes"
T002866,"Crackers,Paper_Towels,Cheese,Bananas,Tomatoes"
T002867,"Chips,Salsa,Chocolate,Frozen_Dinners,Beef,Water,Ice_Cream,Milk,Frozen_Vegetables,Tea"
T002868,"Frozen_Dinners,Trash_Bags"
T002869,"Bread,Peanut_Butter,Deodorant,Dish_Soap,Shampoo,Cream,Yogurt"
T002870,"Butter,Shampoo,Ice_Cream,Soap"
T002871,"Milk,Butter,Turkey,Ice_Cream"
T002872,"Tomatoes,Donuts"
T002873,"Coffee,Sugar,Milk,Muffins,Cookies,Paper_Towels,Chicken"
T002874,"Milk,Bread,Chicken,Oranges,Donuts,Bagels"
T002875,"Dish_Soap,Butter,Donuts,Cheese,Muffins,Bread,Bagels"
T002876,"Hamburger_Buns,Beef,Tomatoes,Fish,Yogurt,Cookies,Dish_Soap,Lettuce"
T002877,"Tomatoes,Bananas,Nuts,Pork,Frozen_Pizza,Muffins,Soda"
T002878,"Water,Donuts,Bagels"
T002879,"Butter,Soap"
T002880,"Paper_Towels,Ice_Cream,Cheese,Milk,Butter,Turkey"
T002881,"Cereal,Milk,Dish_Soap,Cheese,Cookies,Yogurt,Lettuce,Coffee"
T002882,"Cookies,Yogurt"
T002883,"Detergent,Fish,Toothpaste,Cookies"
T002884,"Pork,Deodorant,Frozen_Pizza,Bread,Turkey,Crackers,Bananas"
T002885,"Pork,Yogurt,Bananas,Ice_Cream,Fish,Soap,Tomatoes"
T002886,"Cream,Chicken,Frozen_Vegetables,Bananas,Soda,Apples,Chocolate"
T002887,"Tea,Toothpaste,Deodorant"
T002888,"Tomato_Sauce,Pasta,Beef,Tomatoes,Paper_Towels"
T002889,"Chips,Soda,Trash_Bags,Tea,Frozen_Pizza"
T002890,"Whipped_Cream,Chocolate_Syrup,Trash_Bags,Tomatoes,Chicken,Dish_Soap"
T002891,"Cookies,Crackers,Apples,Fish,Butter,Oranges,Lettuce,Bagels"
T002892,"Tea,Detergent,Ice_Cream"
T002893,"Soap,Beef,Cheese,Bread,Chicken"
T002894,"Bread,Soda,Frozen_Vegetables,Bananas"
T002895,"Water,Milk,Trash_Bags,Ice_Cream,Turkey,Juice"
T002896,"Dish_Soap,Bagels,Muffins"
T002897,"Crackers,Cookies,Bagels"
T002898,"Ice_Cream,Chips"
T002899,"Ice_Cream,Shampoo,Donuts"
T002900,"Chicken,Cream,Detergent,Frozen_Pizza,Juice,Ice_Cream,Muffins,Oranges"
T002901,"Detergent,Tea"
T002902,"Chips,Beer,Nuts,Donuts,Paper_Towels"
T002903,"Dish_Soap,Soda,Bananas,Shampoo,Lettuce"
T002904,"Deodorant,Turkey,Juice,Soap,Paper_Towels,Nuts"
T002905,"Ice_Cream,Chocolate_Syrup,Cream,Bagels,Soap,Juice,Turkey,Beef,Bread"
T002906,"Toothpaste,Fish,Oranges,Turkey"
T002907,"Butter,Bread,Water,Frozen_Pizza,Bananas"
T002908,"Coffee,Deodorant,Donuts,Fish,Water"
T002909,"Tomato_Sauce,Cheese,Nuts,Muffins,Tea,Toothpaste,Trash_Bags,Butter,Milk"
T002910,"Trash_Bags,Beef,Frozen_Vegetables,Fish,Apples"
T002911,"Cream,Cheese,Bananas,Nuts,Crackers,Ice_Cream,Pork"
T002912,"Beef,Lettuce,Hamburger_Buns,Croissants,Apples"
T002913,"Ice_Cream,Chocolate_Syrup,Soda,Juice,Muffins,Dish_Soap,Shampoo,Bananas,Paper_Towels"
T002914,"Nuts,Yogurt,Detergent"
T002915,"Detergent,Chocolate,Fish,Trash_Bags,Croissants,Frozen_Vegetables"
T002916,"Ice_Cream,Turkey,Crackers,Beef,Croissants,Chocolate"
T002917,"Cheese,Turkey,Shampoo,Toothpaste,Chocolate,Pork"
T002918,"Pork,Coffee,Paper_Towels,Bagels,Chicken,Cookies"
T002919,"Butter,Milk,Shampoo,Tea,Detergent,Tomatoes,Bagels"
T002920,"Dish_Soap,Croissants"
T002921,"Crackers,Cookies,Croissants"
T002922,"Cheese,Beef,Apples,Oranges"
T002923,"Chocolate_Syrup,Whipped_Cream,Bread,Nuts,Juice,Crackers"
T002924,"Donuts,Bread,Detergent"
T002925,"Donuts,Crackers"
T002926,"Pasta,Tomato_Sauce,Cookies,Donuts,Milk,Deodorant,Tea"
T002927,"Cereal,Bananas,Crackers,Juice,Yogurt,Shampoo,Butter,Ice_Cream"
T002928,"Nuts,Deodorant,Trash_Bags"
T002929,"Pork,Bread,Detergent"
T002930,"Pasta,Tomato_Sauce,Lettuce,Soap,Bread,Deodorant,Frozen_Pizza,Chicken,Frozen_Dinners"
T002931,"Dish_Soap,Lettuce,Cookies,Bananas"
T002932,"Pasta,Cheese,Ice_Cream,Detergent,Dish_Soap,Shampoo,Croissants,Bananas,Oranges"
T002933,"Cheese,Lettuce,Cream,Turkey"
T002934,"Cereal,Milk,Croissants,Frozen_Dinners"
T002935,"Soda,Fish,Yogurt"
T002936,"Coffee,Soap"
T002937,"Soda,Muffins"
T002938,"Apples,Cream,Dish_Soap,Chocolate"
T002939,"Bagels,Frozen_Vegetables,Soda"
T002940,"Toothpaste,Coffee,Juice,Apples,Bagels,Croissants"
T002941,"Ice_Cream,Chocolate_Syrup,Water,Tea"
T002942,"Chocolate_Syrup,Ice_Cream,Oranges,Yogurt,Bagels,Coffee,Apples"
T002943,"Bread,Butter,Croissants,Muffins,Tea,Cream,Coffee"
T002944,"Frozen_Dinners,Cheese,Donuts,Soap"
T002945,"Jelly,Bread,Paper_Towels,Shampoo,Nuts,Apples"
T002946,"Chocolate,Oranges,Trash_Bags,Bananas,Coffee"
T002947,"Bread,Peanut_Butter,Water,Juice,Croissants,Trash_Bags,Cheese,Dish_Soap"
T002948,"Butter,Tea,Dish_Soap,Juice,Cheese,Tomatoes"
T002949,"Pork,Frozen_Vegetables,Bread,Chips,Crackers"
T002950,"Chips,Croissants,Beef,Chicken,Muffins"
T002951,"Pork,Donuts,Juice,Oranges,Chips,Bagels,Lettuce"
T002952,"Chips,Soda,Water,Soap"
T002953,"Detergent,Donuts,Paper_Towels,Nuts"
T002954,"Bananas,Apples,Shampoo,Cookies,Turkey,Coffee"
T002955,"Shampoo,Trash_Bags,Cream,Butter,Chips,Croissants,Cookies"
T002956,"Tomato_Sauce,Pasta,Dish_Soap,Butter,Oranges,Yogurt,Bread,Beef,Toothpaste,Cheese"
T002957,"Detergent,Butter,Cheese,Bagels,Muffins,Shampoo,Donuts"
T002958,"Sugar,Cream,Shampoo,Water,Frozen_Vegetables,Muffins,Frozen_Pizza,Cheese,Dish_Soap,Chicken"
T002959,"Milk,Bananas,Ice_Cream,Bread,Water,Butter,Toothpaste,Tea"
T002960,"Donuts,Juice"
T002961,"Whipped_Cream,Ice_Cream,Beef,Soda,Chips"
T002962,"Detergent,Tea,Paper_Towels,Ice_Cream,Shampoo,Frozen_Vegetables"
T002963,"Hamburger_Buns,Tomatoes,Beef,Muffins,Detergent,Toothpaste,Donuts"
T002964,"Beef,Trash_Bags,Water,Bread,Paper_Towels,Crackers,Deodorant"
T002965,"Whipped_Cream,Ice_Cream,Chicken,Deodorant,Muffins"
T002966,"Tomatoes,Trash_Bags,Turkey"
T002967,"Milk,Detergent,Beef,Frozen_Pizza,Frozen_Vegetables,Chips"
T002968,"Jelly,Peanut_Butter,Ice_Cream,Beef,Nuts,Juice,Cheese,Deodorant"
T002969,"Frozen_Pizza,Milk,Tea,Croissants"
T002970,"Pasta,Cheese,Toothpaste,Bagels,Tomatoes,Croissants,Paper_Towels,Trash_Bags,Beef"
T002971,"Pork,Butter,Frozen_Dinners,Frozen_Vegetables,Trash_Bags,Frozen_Pizza,Juice"
T002972,"Lettuce,Frozen_Pizza,Turkey,Butter,Ice_Cream"
T002973,"Fish,Toothpaste,Dish_Soap,Paper_Towels,Shampoo,Chocolate"
T002974,"Paper_Towels,Chocolate,Muffins,Yogurt"
T002975,"Beef,Deodorant,Yogurt,Tea"
T002976,"Tomato_Sauce,Cheese,Soap,Cookies"
T002977,"Trash_Bags,Oranges,Crackers,Coffee,Cream,Detergent"
T002978,"Beef,Crackers,Bananas,Yogurt,Detergent,Fish"
T002979,"Muffins,Cheese,Soap"
T002980,"Bread,Jelly,Muffins,Nuts,Bananas,Croissants,Water,Crackers,Frozen_Vegetables,Coffee"
T002981,"Cookies,Coffee,Turkey,Apples"
T002982,"Bread,Milk,Chocolate,Oranges,Lettuce,Soap"
T002983,"Rice,Chicken,Pork,Crackers,Bananas,Detergent,Apples,Chips"
T002984,"Frozen_Vegetables,Milk"
T002985,"Yogurt,Muffins,Soda,Shampoo,Toothpaste,Cookies"
T002986,"Trash_Bags,Lettuce,Water,Toothpaste,Cookies,Pork,Tea"
T002987,"Beer,Salsa,Paper_Towels,Fish,Chips,Ice_Cream"
T002988,"Bananas,Butter,Lettuce,Bagels"
T002989,"Beef,Juice,Croissants,Detergent"
T002990,"Trash_Bags,Soap,Juice,Chicken,Lettuce"
T002991,"Beer,Salsa,Bread,Fish,Ice_Cream,Milk,Shampoo,Tea,Chips"
T002992,"Yogurt,Chocolate,Cookies"
T002993,"Dish_Soap,Cheese,Coffee,Bread,Crackers,Bagels"
T002994,"Chicken,Cheese,Lettuce"
T002995,"Bread,Soap,Bagels"
T002996,"Frozen_Pizza,Chicken"
T002997,"Bananas,Cereal,Soda,Apples,Paper_Towels,Cheese,Beef"
T002998,"Tomato_Sauce,Cheese,Tomatoes,Muffins,Pork,Chocolate,Beef,Soap,Water,Frozen_Dinners"
T002999,"Soap,Water,Toothpaste,Oranges,Deodorant"
T003000,"Crackers,Shampoo,Nuts,Soap"
T003001,"Bagels,Soap"
T003002,"Cream,Coffee,Chips,Muffins,Soap,Dish_Soap,Butter"
T003003,"Butter,Detergent,Crackers,Bananas,Fish"
T003004,"Tomatoes,Bread,Crackers,Chips"
T003005,"Beef,Tomatoes"
T003006,"Paper_Towels,Chicken,Yogurt,Chocolate"
T003007,"Fish,Detergent"
T003008,"Cheese,Dish_Soap,Soap,Frozen_Vegetables,Turkey,Frozen_Pizza"
T003009,"Shampoo,Bananas,Deodorant"
T003010,"Frozen_Pizza,Juice,Donuts"
T003011,"Paper_Towels,Coffee,Milk"
T003012,"Dish_Soap,Apples"
T003013,"Ice_Cream,Whipped_Cream,Trash_Bags,Bananas,Soap,Bread,Turkey,Frozen_Dinners"
T003014,"Turkey,Pork,Crackers,Frozen_Dinners,Frozen_Pizza,Ice_Cream,Cheese,Chicken"
T003015,"Dish_Soap,Cheese,Bananas,Oranges,Frozen_Vegetables"
T003016,"Crackers,Tomatoes,Cream,Deodorant,Chips"
T003017,"Dip,Soda,Shampoo,Turkey,Chips,Milk,Oranges,Toothpaste,Frozen_Pizza"
T003018,"Tomatoes,Beef,Lettuce,Tea,Soap,Juice,Toothpaste,Detergent"
T003019,"Paper_Towels,Chocolate,Bread,Beef,Lettuce,Crackers"
T003020,"Tomatoes,Frozen_Pizza"
T003021,"Soap,Coffee,Yogurt,Cookies,Soda,Deodorant,Frozen_Pizza"
T003022,"Chips,Ice_Cream,Bananas,Trash_Bags,Soap,Nuts,Juice"
T003023,"Cheese,Pasta,Paper_Towels,Chicken,Tea,Soda,Soap"
T003024,"Chips,Fish,Paper_Towels"
T003025,"Dish_Soap,Juice,Soap,Frozen_Dinners,Bread"
T003026,"Beef,Bread,Yogurt,Nuts,Tea,Frozen_Pizza"
T003027,"Cookies,Tea,Muffins"
T003028,"Frozen_Pizza,Coffee,Nuts,Soda"
T003029,"Whipped_Cream,Ice_Cream,Cream,Donuts,Yogurt,Butter,Milk"
T003030,"Nuts,Milk,Muffins"
T003031,"Pork,Detergent,Muffins,Soap,Ice_Cream"
T003032,"Lettuce,Tea,Chips,Dish_Soap,Bagels,Detergent,Frozen_Pizza"
T003033,"Rice,Chicken,Tea,Trash_Bags,Ice_Cream,Detergent,Toothpaste,Muffins"
T003034,"Lettuce,Crackers"
T003035,"Cereal,Milk,Yogurt,Cookies"
T003036,"Frozen_Pizza,Butter,Water,Trash_Bags,Ice_Cream"
T003037,"Fish,Tea,Cookies,Bread,Turkey,Ice_Cream"
T003038,"Vegetables,Chicken,Detergent,Muffins,Cookies,Cream"
T003039,"Bread,Milk,Juice,Cookies"
T003040,"Tomatoes,Toothpaste,Milk,Bread,Tea,Lettuce"
T003041,"Cheese,Tomato_Sauce,Trash_Bags,Dish_Soap,Bananas,Muffins,Tea"
T003042,"Soap,Frozen_Dinners,Lettuce,Bread,Trash_Bags,Deodorant"
T003043,"Donuts,Muffins,Chicken,Bread,Fish,Bagels"
T003044,"Soda,Donuts,Frozen_Dinners,Butter"
T003045,"Jelly,Peanut_Butter,Turkey,Frozen_Dinners,Shampoo,Milk,Trash_Bags,Coffee"
T003046,"Bananas,Nuts,Juice,Butter,Ice_Cream,Coffee"
T003047,"Chocolate,Milk,Nuts"
T003048,"Deodorant,Donuts,Toothpaste,Tomatoes,Croissants"
T003049,"Frozen_Vegetables,Detergent"
T003050,"Cheese,Tomato_Sauce,Paper_Towels,Lettuce,Turkey"
T003051,"Juice,Cream"
T003052,"Bananas,Frozen_Pizza,Toothpaste,Apples,Detergent,Nuts"
T003053,"Oranges,Yogurt,Shampoo,Tea,Chips,Chocolate"
T003054,"Dish_Soap,Detergent"
T003055,"Muffins,Dish_Soap"
T003056,"Donuts,Fish,Bagels,Soap"
T003057,"Chocolate_Syrup,Whipped_Cream,Lettuce,Ice_Cream,Bagels,Chips,Paper_Towels,Juice,Frozen_Dinners"
T003058,"Shampoo,Soap,Muffins,Toothpaste"
T003059,"Bananas,Shampoo,Crackers,Soap,Water"
T003060,"Chips,Salsa,Tomatoes,Fish,Ice_Cream"
T003061,"Frozen_Dinners,Cheese,Shampoo,Chocolate"
T003062,"Sugar,Cream,Milk,Soap,Soda,Chocolate"
T003063,"Detergent,Frozen_Vegetables,Chips,Water,Frozen_Dinners,Fish"
T003064,"Peanut_Butter,Bread,Apples,Milk,Donuts,Lettuce,Butter"
T003065,"Frozen_Dinners,Crackers,Chocolate,Milk"
T003066,"Bagels,Trash_Bags,Muffins"
T003067,"Chips,Salsa,Toothpaste,Frozen_Dinners"
T003068,"Frozen_Vegetables,Bananas,Detergent,Frozen_Pizza,Cheese"
T003069,"Frozen_Pizza,Nuts"
T003070,"Ice_Cream,Whipped_Cream,Coffee,Deodorant,Bread"
T003071,"Dish_Soap,Apples,Toothpaste,Frozen_Dinners,Donuts"
T003072,"Bread,Jelly,Tomatoes,Frozen_Vegetables,Yogurt"
T003073,"Deodorant,Detergent,Fish,Milk,Cream"
T003074,"Lettuce,Crackers,Soda"
T003075,"Apples,Yogurt,Lettuce,Dish_Soap,Croissants"
T003076,"Bagels,Bread,Dish_Soap,Shampoo,Trash_Bags"
T003077,"Paper_Towels,Trash_Bags,Dish_Soap,Soda,Frozen_Dinners,Turkey,Croissants,Tomatoes"
T003078,"Deodorant,Turkey,Toothpaste,Cheese,Nuts,Donuts,Trash_Bags,Shampoo"
T003079,"Donuts,Lettuce,Crackers"
T003080,"Toothpaste,Detergent"
T003081,"Donuts,Oranges,Toothpaste,Trash_Bags,Frozen_Pizza,Muffins"
T003082,"Pork,Deodorant,Soap,Oranges,Bananas,Paper_Towels"
T003083,"Tomatoes,Water,Cream,Fish"
T003084,"Bagels,Oranges,Frozen_Pizza"
T003085,"Lettuce,Tomatoes,Hamburger_Buns,Shampoo,Fish,Croissants,Frozen_Vegetables"
T003086,"Cream,Trash_Bags,Tomatoes,Bananas,Pork,Yogurt"
T003087,"Ice_Cream,Whipped_Cream,Chicken,Apples,Milk,Frozen_Dinners"
T003088,"Peanut_Butter,Bread,Cookies,Soda,Chocolate,Deodorant,Water,Apples,Paper_Towels"
T003089,"Vegetables,Chicken,Butter,Tea"
T003090,"Crackers,Toothpaste,Bagels,Pork"
T003091,"Cream,Toothpaste"
T003092,"Shampoo,Dish_Soap,Tomatoes,Trash_Bags"
T003093,"Paper_Towels,Toothpaste,Turkey,Milk,Frozen_Dinners"
T003094,"Lettuce,Frozen_Pizza,Soap,Chicken"
T003095,"Dish_Soap,Deodorant,Oranges,Frozen_Pizza,Butter"
T003096,"Trash_Bags,Bananas,Muffins,Coffee"
T003097,"Donuts,Chocolate,Croissants,Cookies,Turkey"
T003098,"Peanut_Butter,Jelly,Lettuce,Bread,Turkey,Soda,Chocolate"
T003099,"Salsa,Beer,Shampoo,Bread,Cookies,Water"
T003100,"Frozen_Vegetables,Ice_Cream,Nuts,Bread,Chips,Tomatoes"
T003101,"Lettuce,Tomatoes,Hamburger_Buns,Muffins,Cheese"
T003102,"Tomatoes,Beef,Hamburger_Buns,Dish_Soap,Turkey,Cookies"
T003103,"Chicken,Pork,Apples,Bananas,Cookies,Nuts,Toothpaste"
T003104,"Paper_Towels,Turkey,Yogurt,Coffee,Beef,Chicken,Milk"
T003105,"Crackers,Oranges"
T003106,"Trash_Bags,Bananas,Nuts,Shampoo"
T003107,"Jelly,Peanut_Butter,Toothpaste,Butter,Croissants"
T003108,"Deodorant,Chips,Shampoo,Coffee,Milk,Ice_Cream,Croissants"
T003109,"Bread,Butter,Soap,Oranges,Tea"
T003110,"Pork,Cheese,Bagels,Beef,Tomatoes,Tea"
T003111,"Detergent,Deodorant,Muffins,Bagels,Cream,Juice,Donuts,Trash_Bags"
T003112,"Salsa,Beer,Cream,Bread,Nuts,Shampoo,Soap,Frozen_Vegetables"
T003113,"Chicken,Turkey"
T003114,"Cookies,Toothpaste,Tomatoes"
T003115,"Muffins,Chocolate,Dish_Soap"
T003116,"Cream,Milk,Frozen_Dinners,Chicken,Nuts,Paper_Towels,Dish_Soap"
T003117,"Chips,Cookies,Toothpaste,Tomatoes,Juice,Frozen_Pizza,Deodorant"
T003118,"Jelly,Bread,Frozen_Vegetables,Tea"
T003119,"Apples,Tea,Bagels,Cream,Chips"
T003120,"Ice_Cream,Nuts"
T003121,"Chocolate,Cookies,Nuts,Toothpaste,Bagels,Muffins,Tea"
T003122,"Toothpaste,Shampoo,Water"
T003123,"Pork,Cream,Nuts,Paper_Towels,Coffee"
T003124,"Ice_Cream,Chocolate_Syrup,Coffee,Detergent,Turkey"
T003125,"Detergent,Cookies,Yogurt"
T003126,"Ice_Cream,Frozen_Dinners,Yogurt,Water,Trash_Bags,Muffins,Chips"
T003127,"Soap,Tomatoes,Milk,Turkey"
T003128,"Dish_Soap,Ice_Cream,Oranges,Donuts"
T003129,"Whipped_Cream,Chocolate_Syrup,Cream,Frozen_Vegetables"
T003130,"Bagels,Water,Milk,Tea,Soda,Croissants"
T003131,"Tomatoes,Hamburger_Buns,Toothpaste,Cheese"
T003132,"Ice_Cream,Beef,Nuts,Yogurt,Oranges,Soda"
T003133,"Oranges,Fish,Chips,Soda,Soap,Frozen_Dinners"
T003134,"Yogurt,Tea,Water"
T003135,"Tomato_Sauce,Pasta,Trash_Bags,Cheese,Beef,Deodorant,Butter,Chips,Apples"
T003136,"Dip,Soda,Coffee,Nuts,Yogurt,Frozen_Dinners,Juice,Oranges,Ice_Cream,Chicken"
T003137,"Beef,Lettuce"
T003138,"Chips,Salsa,Detergent,Nuts,Juice,Ice_Cream,Frozen_Vegetables,Croissants,Chocolate,Crackers"
T003139,"Apples,Trash_Bags,Nuts"
T003140,"Soda,Paper_Towels,Oranges,Soap,Fish,Turkey,Nuts"
T003141,"Toothpaste,Dish_Soap,Chocolate,Frozen_Vegetables,Soap,Tomatoes,Bananas"
T003142,"Chips,Beer,Beef,Apples,Tea,Paper_Towels,Milk,Water"
T003143,"Chips,Beer,Frozen_Dinners,Croissants,Coffee,Paper_Towels,Bananas,Frozen_Pizza,Chocolate"
T003144,"Crackers,Ice_Cream"
T003145,"Sugar,Coffee,Cookies,Bagels,Deodorant,Pork,Milk,Yogurt,Beef"
T003146,"Deodorant,Crackers"
T003147,"Juice,Fish,Donuts,Trash_Bags,Apples,Milk,Tea"
T003148,"Croissants,Water"
T003149,"Whipped_Cream,Chocolate_Syrup,Toothpaste,Cream,Donuts,Paper_Towels"
T003150,"Milk,Butter,Pork,Detergent,Ice_Cream,Croissants,Paper_Towels,Lettuce,Turkey"
T003151,"Chips,Shampoo,Beef,Frozen_Vegetables,Tomatoes,Detergent,Paper_Towels"
T003152,"Soap,Shampoo"
T003153,"Apples,Toothpaste,Water,Tea,Dish_Soap,Paper_Towels"
T003154,"Oranges,Shampoo"
T003155,"Nuts,Apples,Ice_Cream,Coffee,Deodorant"
T003156,"Tomatoes,Hamburger_Buns,Beef,Croissants,Bananas,Water,Cheese,Chocolate,Paper_Towels,Toothpaste"
T003157,"Frozen_Dinners,Lettuce,Pork"
T003158,"Jelly,Bread,Cheese,Chicken,Tea,Oranges,Coffee,Dish_Soap,Water"
T003159,"Paper_Towels,Deodorant"
T003160,"Chocolate,Beef,Toothpaste"
T003161,"Vegetables,Chicken,Yogurt,Nuts,Deodorant,Ice_Cream,Dish_Soap"
T003162,"Tomatoes,Lettuce,Hamburger_Buns,Croissants,Ice_Cream,Yogurt,Fish,Bread"
T003163,"Oranges,Yogurt,Bread,Ice_Cream,Coffee"
T003164,"Turkey,Soap,Apples,Beef,Fish,Water"
T003165,"Bananas,Pork,Deodorant"
T003166,"Pasta,Cheese,Frozen_Vegetables,Frozen_Dinners,Ice_Cream"
T003167,"Donuts,Turkey,Juice,Beef,Cheese,Bananas"
T003168,"Ice_Cream,Chocolate_Syrup,Milk,Frozen_Pizza,Tea,Shampoo,Butter,Fish,Dish_Soap,Trash_Bags"
T003169,"Trash_Bags,Turkey,Chicken,Frozen_Dinners,Crackers"
